"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-14","19.91","0.00","0.0","40","45","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-15","18.12","0.00","0.0","19","21","11"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-16","12.30","0.53","0.1","18","42","9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-17","25.50","0.92","0.0","40","46","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-18","18.34","0.00","0.0","35","39","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-19","12.53","0.00","0.0","35","50","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-20","13.87","0.25","0.1","39","45","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-21","16.11","0.00","0.0","21","24","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-22","10.29","0.00","0.0","22","32","14"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-23","10.07","0.00","0.1","29","37","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-24","8.28","0.00","0.1","31","38","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-25","11.18","0.00","0.0","38","44","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-26","14.09","0.00","0.0","27","29","18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-27","9.17","0.00","0.0","22","32","13"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-28","7.61","0.12","1.9","31","35","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-29","25.50","0.58","9.3","23","29","12"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-30","13.87","0.00","0.0","17","25","12"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-01-31","4.47","0.00","0.0","24","32","16"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-01","6.93","0.00","0.0","27","38","18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-02","5.14","0.00","0.0","35","45","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-03","6.26","0.33","0.0","40","46","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-04","16.33","0.56","0.1","42","49","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-05","18.34","0.00","0.0","27","30","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-06","7.38","0.00","0.0","22","31","15"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-07","7.83","0.28","0.0","33","39","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-08","14.32","0.12","0.0","39","48","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-09","7.83","0.00","0.0","34","41","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-10","9.62","0.00","0.0","41","56","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-11","12.30","0.00","0.0","44","52","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-12","13.65","0.00","0.0","49","61","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-13","10.51","0.25","2.8","37","43","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-14","18.57","0.00","0.0","23","25","17"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-15","12.08","0.00","0.0","22","30","17"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-16","11.41","0.00","0.0","33","43","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-17","19.91","0.23","0.0","46","54","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-18","23.71","0.39","0.0","47","58","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-19","17.22","0.00","0.0","31","42","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-20","14.54","0.00","0.0","27","34","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-21","7.61","0.00","0.0","37","48","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-22","14.99","0.14","0.0","42","53","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-23","13.87","0.00","0.0","54","69","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-24","10.74","0.00","0.0","35","35","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-25","14.32","0.78","0.3","34","45","26"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-26","13.42","0.00","0.0","30","38","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-27","19.01","0.00","0.0","36","48","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-28","12.30","0.00","0.0","34","37","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-01","9.84","0.00","0.0","35","45","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-02","12.30","0.00","0.0","44","52","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-03","18.34","0.08","0.0","42","45","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-04","9.62","0.00","0.0","27","36","19"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-05","7.38","0.00","0.0","35","45","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-06","7.38","0.05","0.0","47","62","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-07","15.21","0.06","0.0","53","61","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-08","17.00","0.00","0.0","47","53","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-09","9.62","0.61","0.2","37","40","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-10","5.37","0.00","0.0","38","50","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-11","6.71","0.00","0.0","41","50","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-12","19.91","0.50","0.3","40","46","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-13","18.34","0.00","0.0","28","35","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-14","14.32","0.00","0.0","41","55","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-15","8.28","0.00","0.0","47","58","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-16","8.05","0.00","0.0","52","62","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-17","9.17","0.06","0.0","49","55","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-18","8.05","0.00","0.0","54","63","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-19","8.95","0.18","0.0","52","60","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-20","17.90","0.00","0.0","56","62","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-21","16.78","0.00","0.0","52","63","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-22","16.11","0.00","0.0","53","60","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-23","12.75","0.07","0.0","44","47","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-24","14.32","0.93","0.0","44","47","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-25","11.86","0.03","0.0","49","57","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-26","13.42","0.00","0.0","50","54","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-27","19.01","0.00","0.0","43","47","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-28","22.82","0.00","0.0","30","34","23"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-29","20.58","0.00","0.0","30","38","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-30","9.40","0.00","0.0","35","44","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-31","21.25","0.05","0.0","49","57","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-01","20.13","0.08","0.0","54","59","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-02","16.11","0.00","0.0","45","52","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-03","8.50","0.10","0.0","43","46","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-04","13.20","0.00","0.0","46","55","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-05","6.93","0.06","0.0","47","53","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-06","14.99","0.54","0.0","49","54","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-07","17.90","0.45","0.0","48","52","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-08","13.42","0.04","0.0","53","63","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-09","10.96","0.02","0.0","51","57","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-10","20.13","0.00","0.0","48","52","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-11","13.65","0.00","0.0","47","56","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-12","8.72","0.02","0.0","54","72","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-13","7.83","0.00","0.0","55","65","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-14","11.18","0.08","0.0","60","70","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-15","14.99","0.01","0.0","59","67","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-16","14.99","0.09","0.0","54","62","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-17","15.88","0.00","0.0","47","52","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-18","14.99","0.96","0.0","44","52","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-19","21.70","0.59","0.0","46","52","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-20","13.87","0.00","0.0","48","60","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-21","12.30","0.00","0.0","48","56","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-22","12.97","0.00","0.0","57","70","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-23","8.05","0.00","0.0","55","59","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-24","11.63","0.00","0.0","52","60","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-25","10.07","0.00","0.0","49","55","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-26","7.38","0.06","0.0","54","60","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-27","21.70","0.00","0.0","53","58","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-28","21.92","0.00","0.0","47","58","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-29","18.12","0.00","0.0","51","63","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-04-30","11.41","0.00","0.0","54","66","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-01","8.50","0.00","0.0","53","63","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-02","9.62","0.51","0.0","54","55","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-03","10.96","0.00","0.0","54","62","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-04","6.49","0.04","0.0","53","66","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-05","10.51","0.00","0.0","60","70","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-06","6.93","0.85","0.0","55","58","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-07","18.57","0.96","0.0","49","51","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-08","19.01","0.00","0.0","50","58","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-09","19.69","0.00","0.0","56","70","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-10","16.33","0.00","0.0","60","73","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-11","12.53","0.00","0.0","60","74","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-12","7.16","0.00","0.0","61","71","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-13","6.04","0.00","0.0","62","75","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-14","5.14","0.15","0.0","62","70","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-15","6.49","0.00","0.0","62","73","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-16","9.40","0.09","0.0","63","69","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-17","16.33","0.00","0.0","67","79","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-18","14.32","0.00","0.0","63","70","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-19","7.61","1.04","0.0","57","63","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-20","6.93","0.49","0.0","58","69","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-21","8.05","0.00","0.0","68","87","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-22","9.17","0.00","0.0","73","84","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-23","12.75","0.00","0.0","70","75","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-24","9.62","0.00","0.0","62","68","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-25","7.61","0.00","0.0","58","65","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-26","8.95","0.00","0.0","59","67","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-27","12.75","0.05","0.0","65","73","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-28","10.51","0.16","0.0","67","75","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-29","7.61","0.00","0.0","69","74","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-30","10.51","0.00","0.0","69","80","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-05-31","11.18","0.00","0.0","79","94","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-01","9.62","1.36","0.0","64","67","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-02","7.83","0.30","0.0","66","75","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-03","5.59","0.00","0.0","66","69","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-04","6.71","0.00","0.0","67","75","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-05","7.61","0.00","0.0","66","74","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-06","10.07","0.00","0.0","68","77","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-07","16.78","0.04","0.0","68","75","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-08","11.41","0.00","0.0","73","84","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-09","18.12","0.60","0.0","74","84","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-10","10.96","0.00","0.0","71","80","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-11","8.28","0.00","0.0","71","80","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-12","10.51","0.15","0.0","67","72","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-13","7.83","0.00","0.0","72","79","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-14","7.83","0.00","0.0","73","80","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-15","10.07","0.00","0.0","72","79","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-16","14.09","0.29","0.0","68","72","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-17","14.54","0.00","0.0","77","94","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-18","19.46","0.00","0.0","73","78","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-19","17.22","0.00","0.0","64","76","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-20","11.41","0.00","0.0","70","82","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-21","4.92","0.02","0.0","70","78","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-22","10.74","0.14","0.0","65","67","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-23","8.50","0.00","0.0","67","74","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-24","8.50","0.00","0.0","68","76","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-25","8.28","0.00","0.0","76","88","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-26","13.20","0.00","0.0","75","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-27","8.72","0.35","0.0","72","77","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-28","8.72","0.00","0.0","72","80","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-29","11.41","0.00","0.0","72","83","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-06-30","9.84","0.00","0.0","75","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-01","12.08","0.00","0.0","76","85","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-02","10.07","0.00","0.0","78","87","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-03","8.50","0.00","0.0","79","88","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-04","9.84","0.00","0.0","76","85","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-05","14.32","0.01","0.0","74","84","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-06","11.18","0.00","0.0","79","89","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-07","10.07","0.00","0.0","77","82","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-08","6.04","0.26","0.0","72","81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-09","8.05","0.00","0.0","76","86","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-10","9.17","0.00","0.0","73","81","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-11","14.09","0.00","0.0","73","81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-12","15.88","0.00","0.0","75","83","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-13","10.51","0.00","0.0","81","91","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-14","7.16","0.00","0.0","79","92","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-15","8.95","0.00","0.0","78","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-16","7.61","0.02","0.0","76","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-17","8.28","0.02","0.0","78","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-18","14.32","0.38","0.0","78","84","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-19","14.09","0.00","0.0","82","94","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-20","12.97","0.00","0.0","85","95","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-21","10.29","0.00","0.0","82","91","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-22","10.07","0.00","0.0","87","95","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-23","9.62","0.00","0.0","86","96","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-24","13.87","0.00","0.0","83","96","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-25","10.51","0.23","0.0","80","86","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-26","9.62","0.00","0.0","77","81","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-27","8.72","0.00","0.0","77","85","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-28","10.74","0.18","0.0","77","84","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-29","9.62","0.00","0.0","80","85","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-30","11.41","0.00","0.0","82","91","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-07-31","8.05","0.00","0.0","78","85","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-01","7.83","0.25","0.0","73","77","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-02","10.51","0.00","0.0","77","89","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-03","10.29","0.00","0.0","82","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-04","11.63","0.00","0.0","81","91","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-05","10.51","0.00","0.0","81","89","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-06","12.08","0.00","0.0","80","89","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-07","13.87","0.01","0.0","81","89","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-08","14.09","0.00","0.0","81","88","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-09","11.41","0.00","0.0","83","93","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-10","9.62","0.00","0.0","82","88","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-11","7.61","0.35","0.0","78","86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-12","10.96","0.00","0.0","77","87","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-13","10.74","0.00","0.0","74","81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-14","8.50","0.00","0.0","73","82","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-15","6.93","0.00","0.0","74","82","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-16","8.95","0.00","0.0","73","82","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-17","6.93","0.13","0.0","73","84","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-18","10.29","0.00","0.0","74","87","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-19","11.18","0.00","0.0","78","88","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-20","8.72","0.00","0.0","78","88","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-21","7.16","0.00","0.0","76","82","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-22","6.71","0.03","0.0","74","79","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-23","9.40","0.00","0.0","76","85","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-24","11.41","0.00","0.0","80","91","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-25","9.62","0.00","0.0","81","92","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-26","11.41","0.02","0.0","78","86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-27","8.05","0.00","0.0","80","91","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-28","10.51","0.00","0.0","76","83","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-29","10.96","0.00","0.0","77","85","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-30","13.42","0.06","0.0","78","86","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-08-31","11.63","0.00","0.0","79","88","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-01","12.75","0.00","0.0","79","89","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-02","7.38","0.00","0.0","72","77","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-03","7.38","0.00","0.0","70","79","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-04","9.40","0.03","0.0","76","86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-05","8.50","0.00","0.0","76","84","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-06","9.62","0.87","0.0","73","75","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-07","12.75","0.00","0.0","69","75","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-08","7.38","0.00","0.0","71","80","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-09","7.16","0.00","0.0","69","79","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-10","7.38","0.00","0.0","72","82","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-11","6.71","0.20","0.0","73","76","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-12","7.61","0.06","0.0","72","79","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-13","11.41","0.01","0.0","76","88","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-14","12.30","0.00","0.0","74","84","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-15","12.30","0.00","0.0","72","76","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-16","6.04","0.00","0.0","67","78","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-17","9.17","0.00","0.0","69","74","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-18","14.32","0.00","0.0","73","84","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-09-19","11.18","0.03","0.0","75","85","69"
